ticker	market	date_ann	evname	link
SSJ	HSX	2009/03/02	SSJ: Phó Tổng Giám đốc xin nghỉ việc	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=25657
PSC	HSX	2009/03/03	PSC: Rút bớt các nghiệp vụ kinh doanh	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=25721
VPBS	HSX	2009/03/03	VPBS: Đóng cửa Phòng Giao dịch Sài Gòn	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=25704
TSS	HSX	2009/03/03	TSS: Được công nhận là thành viên mới của HOSE	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=25676
VCBS	HSX	2009/03/04	VCBS: Thay đổi tên và vốn điều lệ Công ty	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=25738
SMES	HSX	2009/03/04	SMES: Thay đổi địa điểm chi nhánh	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=25737
VNDS	HSX	2009/03/04	VNDS: Đóng cửa Đại lý Nhận lệnh tại Nha Trang	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=25736
MIRAE ASSET	HSX	2009/03/05	MIRAE ASSET: Thành lập chi nhánh tại Hà Nội	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=25803
ECC	HSX	2009/03/05	ECC: Miễn nhiệm Tổng và Phó Tổng Giám đốc	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=25793
VICS	HSX	2009/03/06	VICS: Miễn nhiệm Phó Tổng Giám Đốc.	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=25816
VISecurities	HSX	2009/03/09	VISecurities: Rút bớt nghiệp vụ bảo lãnh phát hành chứng khoán	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=25870
TAS	HSX	2009/03/10	TAS: Rút bớt nghiệp vụ Bảo lãnh phát hành chứng khoán	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=25924
ISC	HSX	2009/03/10	ISC: Được chấp thuận là thành viên của HOSE	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=25885
VFS	HSX	2009/03/11	VFS: Được công nhận là thành viên của HOSE	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=25945
VTSS	HSX	2009/03/12	VTSS: Rút bớt nghiệp vụ kinh doanh	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=25991
HBBS	HSX	2009/03/16	HBBS: Thay đổi Ban lãnh đạo, rút bớt nghiệp vụ kinh doanh	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26098
CSC	HSX	2009/03/16	CSC: Rút bớt nghiệp vụ kinh doanh	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26097
FPTS	HSX	2009/03/16	FPTS: Miễn nhiệm Phó Tổng Giám đốc	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26092
ABS	HSX	2009/03/17	ABS: Miễn nhiệm Phó Tổng Giám đốc	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26142
HOSE	HSX	2009/03/17	HOSE: Tiếp nhận hồ sơ Công ty chứng khoán	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26141
BMSC	HSX	2009/03/18	BMSC: Thành lập chi nhánh tại Tp.HCM	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26154
TAS	HSX	2009/03/18	TAS: Bổ nhiệm Phó Tổng Giám Đốc	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26155
RUBSE	HSX	2009/03/18	RUBSE: Rút bớt nghiệp vụ kinh doanh	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26153
Vincomsc	HSX	2009/03/19	Vincomsc: Thay đổi địa điểm đại lý nhận lệnh	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26198
TVSI	HSX	2009/03/20	TVSI: Chuyển nhượng trên 10% vốn điều lệ	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26259
PHS	HSX	2009/03/20	PHS: Rút bớt nghiệp vụ kinh doanh	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26258
NAVS	HSX	2009/03/20	NAVS: Rút bớt nghiệp vụ kinh doanh	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26252
HSSC	HSX	2009/03/20	HSSC: Rút bớt nghiệp vụ kinh doanh	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26233
Vincomsc	HSX	2009/03/20	Vincomsc: Thay Tổng Giám đốc	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26230
VGSC	HSX	2009/03/20	VGSC: Thành lập phòng giao dịch	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26229
MSG	HSX	2009/03/23	MSG: Thay đổi Chủ tịch và Thành viên HĐQT	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26308
SMES	HSX	2009/03/23	SMES: Rút bớt nghiệp vụ kinh doanh	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26307
CLSC	HSX	2009/03/24	CLSC: Rút nghiệp vụ kinh doanh	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26353
PGSC	HSX	2009/03/24	PGSC: Rút bớt nghiệp vụ kinh doanh	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26341
GASC	HSX	2009/03/24	GASC: Rút nghiệp vụ kinh doanh	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26322
VNSC	HSX	2009/03/25	VNSC: Rút bớt nghiệp vụ kinh doanh	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26401
APEC	HSX	2009/03/25	APEC: Đai diện giao dịch bị cảnh cáo	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26399
DNSC	HSX	2009/03/25	DNSC: Rút bớt nghiệp vụ kinh doanh	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26398
APSC	HSX	2009/03/25	APSC: Rút bớt nghiệp vụ kinh doanh	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26376
TSC	HSX	2009/03/26	TSC: Bị cảnh cáo do vi phạm quy định giao dịch	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26446
Vincomsc	HSX	2009/03/26	Vincomsc: Thay Chủ tịch và Thành viên Hội đồng Quản trị	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26445
PHS	HSX	2009/03/26	PHS: Thành lập chi nhánh tại Tp.HCM	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26421
OCS	HSX	2009/03/26	OCS: Chuyển nhượng cổ phần, rút bớt nghiệp vụ kinh doanh	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26420
MHBS	HSX	2009/03/27	MHBS: Rút bớt nghiệp vụ kinh doanh	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26485
GASC	HSX	2009/03/30	GASC: Thông báo về việc chuyển tài khoản của khách hàng	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26541
VSC	HSX	2009/03/30	VSC: Tăng vốn điều lệ	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26503
MSC	HSX	2009/03/30	MSC: Rút bớt nghiệp vụ kinh doanh	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26502
CLIFONE	HSX	2009/03/30	CLIFONE: Miễn nhiệm Thành viên HĐQT	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26501
OCS	HSX	2009/04/02	OCS: Thay đổi trụ sở chính	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26715
VQSC	HSX	2009/04/02	VQSC: Rút bớt nghiệp vụ kinh doanh	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26698
Vietinbanksc	HSX	2009/04/02	Vietinbanksc: Thành lập 19 Đại lý nhận lệnh mới	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26664
CLSC	HSX	2009/04/03	CLSC: Đóng cửa Đại lý nhận lệnh tại Đà Nẵng và Hà Nội	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26790
SEABS	HSX	2009/04/03	SEABS: Đổi tên công ty, rút bớt nghiệp vụ kinh doanh	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26789
APEC	HSX	2009/04/03	APEC: Rút bớt nghiệp vụ kinh doanh.	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26750
VNSC	HSX	2009/04/07	VNSC: Tăng vốn điều lệ	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26818
PHS	HSX	2009/04/08	PHS: Thành lập Phòng giao dịch Tân Bình	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26856
ABS	HSX	2009/04/09	ABS: Thay đổi thành viên HĐQT và sửa đổi Điều lệ công ty	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26929
CLSC	HSX	2009/04/09	CLSC: Bị cảnh cáo do vi phạm quy định	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26928
SMES	HSX	2009/04/10	SMES: HOSE tạm ngắt kết nối giao dịch trực tuyến	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26939
DVSC	HSX	2009/04/10	DVSC: Rút bớt nghiệp vụ kinh doanh	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26937
Vietinbanksc	HSX	2009/04/10	Vietinbanksc: Thành lập 16 Đại lý nhận lệnh	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=26933
ISC	HSX	2009/04/15	ISC: Thay đổi địa điểm trụ sở chính	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=27208
GASC	HSX	2009/04/15	GASC: Chính thức ngừng giao dịch	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=27153
EPS	HSX	2009/04/15	EPS: Thay đổi địa điểm trụ sở Chi nhánh	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=27152
Vietinbanksc	HSX	2009/04/15	Vietinbanksc: Thành lập thêm 8 Đại lý nhận lệnh	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=27151
SSI	HSX	2009/04/16	SSI: Bị cảnh cáo do vi phạm quy định giao dịch	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=27276
SBS	HSX	2009/04/16	SBS: Thành lập chi nhánh	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=27275
MSG	HSX	2009/04/20	MSG: Bổ nhiệm Phó Tổng Giám đốc	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=27380
VFS	HSX	2009/04/20	VFS: Thay đổi thành viên Hội đồng quản trị	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=27364
PVSC	HSX	2009/04/20	PVSC: Rút bớt nghiệp vụ kinh doanh, miễn nhiệm P. Tổng Giám đốc	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=27363
Mirae Asset 	HSX	2009/04/20	Mirae Asset : Thay đổi tên công ty	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=27337
VQSC	HSX	2009/04/21	VQSC: HOSE ngắt kết nối giao dịch trực tuyến do vi phạm quy định	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=27466
CLSC	HSX	2009/04/22	CLSC: Thay Tổng Giám đốc	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=27516
HRS	HSX	2009/04/23	HRS: Bị HOSE cảnh cáo do vi phạm quy chế thành viên	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=27564
VFS	HSX	2009/04/23	VFS: Đại diện giao dịch bị HOSE cảnh cáo	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=27558
VQSC	HSX	2009/04/23	VQSC: Được tiếp tục thực hiện giao dịch trực tuyến	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=27530
VQSC	HSX	2009/04/28	VQSC: Chuyển nhượng cổ phần của Cổ đông Sáng lập	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=27725
NSI	HSX	2009/04/28	NSI: Hủy thanh toán giao dịch	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=27724
PVSC	HSX	2009/04/28	PVSC: Bổ nhiệm nhân sự	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=27722
TVSI	HSX	2009/04/28	TVSI: Tăng vốn điều lệ	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=27723
MSC	HSX	2009/04/28	MSC: tăng vốn điều lệ	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=27721
DAS	HSX	2009/04/28	DAS: Thay đổi tên và địa chỉ chi nhánh	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=27709
TCSC	HSX	2009/04/28	TCSC: Chuyển nhượng hơn 18% vốn điều lệ	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=27702
AVSC	HSX	2009/05/04	AVSC: Bị cảnh cáo do vi phạm quy định giao dịch	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=27862
PHS	HSX	2009/05/04	PHS: Tăng vốn điều lệ	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=27861
VICS	HSX	2009/05/05	VICS: Bổ nhiệm nhân sự	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=27910
GLS	HSX	2009/05/05	GLS: Thay Chủ tịch và thành viên HĐQT	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=27869
NSI	HSX	2009/05/05	NSI: Được giao dịch trực tuyến trở lại	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=27870
VISecurities 	HSX	2009/05/07	VISecurities : Miễn nhiệm thành viên HĐQT	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=28010
PHS	HSX	2009/05/07	PHS: Nhận vốn góp trên 14% vốn điều lệ	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=28009
ABS	HSX	2009/05/08	ABS: Đóng cửa Đại lý nhận lệnh	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=28096
EPS	HSX	2009/05/08	EPS: Thay đổi thành viện Hội đồng quản trị	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=28095
OCS	HSX	2009/05/11	OCS: Thông báo về việc sửa đổi, bổ sung điều lệ công ty	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=28164
OCS	HSX	2009/05/11	OCS: Thay đổi thành viên Hội đồng Quản trị và sửa đổi, bổ sung Điều lệ	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=28162
SASC	HSX	2009/05/12	SASC: Chuyển nhượng cổ phần	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=28214
SHS	HSX	2009/05/12	SHS: Bổ nhiệm Phó Tổng Giám đốc	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=28192
CBV	HSX	2009/05/12	CBV: Bị cảnh cáo do vi phạm chế độ báo cáo định kỳ	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=28191
TVSI	HSX	2009/05/12	TVSI: Bị cảnh cáo do vi phạm quy định giao dịch	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=28185
DVSC	HSX	2009/05/12	DVSC: Bị cảnh cáo do vi phạm quy định giao dịch	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=28183
WSS	HSX	2009/05/12	WSS: Phó Tổng Giám đốc nghỉ việc	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=28184
PVSC	HSX	2009/05/13	PVSC: Thay Chủ tịch, Tổng Giám đốc và thành viên HĐQT	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=28237
HVS	HSX	2009/05/13	HVS: Được công nhận tư cách thành viên của HOSE	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=28236
TAS	HSX	2009/05/14	TAS: Thay đổi Chủ tịch HĐQT và sửa đổi điều lệ.	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=28317
ISC	HSX	2009/05/14	ISC: Cảnh cáo vi phạm quy định giao dịch	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=28318
DNSE	HSX	2009/05/14	DNSE: Thay Tổng Giám đốc.	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=28308
HASECO	HSX	2009/05/14	HASECO: Tổng Giám đốc xin từ chức	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=28307
SHS	HSX	2009/05/18	SHS: Ban hành và áp dụng Điều lệ tổ chức và hoạt động mới	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=28396
VSEC	HSX	2009/05/18	VSEC: Thay đổi thành viên HĐQT	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=28395
BVSC	HSX	2009/05/18	BVSC: Tăng vốn điều lệ	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=28379
ISC	HSX	2009/05/21	ISC: Thành lập chi nhánh tại Hà Nội	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=28562
CLSC	HSX	2009/05/22	CLSC: Bị cảnh cáo do vi phạm quy định giao dịch	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=28617
VNS	HSX	2009/05/25	VNS: BỊ cảnh cáo do vi phạm quy định giao dịch	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=28671
SMES 	HSX	2009/05/25	SMES : Thành lập Phòng Giao dịch mới	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=28670
ORS	HSX	2009/05/25	ORS: Thay đổi địa điểm đặt trụ sở chi nhánh Cần Thơ	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=28668
HASECO	HSX	2009/05/25	HASECO: Tăng vốn điều lệ	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=28666
EVS	HSX	2009/05/27	EVS: Thay đổi thành viên Hội đồng Quản trị	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=28755
NSI	HSX	2009/06/01	NSI: Chuyển địa điểm và thay Giám đốc Chi nhánh TP.HCM	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=28853
DNSC	HSX	2009/06/01	DNSC: Thay Tổng Giám đốc	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=28847
HASC	HSX	2009/06/02	HASC: Thay đổi trụ sở	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=28888
Haseco	HSX	2009/06/03	Haseco: Bị cảnh cáo do vi phạm quy định giao dịch	http://www.hsx.vn/hsx/Modules/News/NewsDetail.aspx?id=28949
